0.833333 0.833333
2.5 0.833333
4.16667 0.833333
5.83333 0.833333
7.5 0.833333
9.16667 0.833333
10.8333 0.833333
12.5 0.833333
14.1667 0.833333
15.8333 0.833333
17.5 0.833333
19.1667 0.833333
20.8333 0.833333
22.5 0.833333
24.1667 0.833333
0.833333 2.5
2.5 2.5
4.16667 2.5
5.83333 2.5
7.5 2.5
9.16667 2.5
10.8333 2.5
12.5 2.5
14.1667 2.5
15.8333 2.5
17.5 2.5
19.1667 2.5
20.8333 2.5
22.5 2.5
24.1667 2.5
0.833333 4.16667
2.5 4.16667
4.16667 4.16667
5.83333 4.16667
7.5 4.16667
9.16667 4.16667
10.8333 4.16667
12.5 4.16667
14.1667 4.16667
15.8333 4.16667
17.5 4.16667
19.1667 4.16667
20.8333 4.16667
22.5 4.16667
24.1667 4.16667
0.833333 5.83333
2.5 5.83333
4.16667 5.83333
5.83333 5.83333
7.5 5.83333
9.16667 5.83333
10.8333 5.83333
12.5 5.83333
14.1667 5.83333
15.8333 5.83333
17.5 5.83333
19.1667 5.83333
20.8333 5.83333
22.5 5.83333
24.1667 5.83333
0.833333 7.5
2.5 7.5
4.16667 7.5
5.83333 7.5
7.5 7.5
9.16667 7.5
10.8333 7.5
12.5 7.5
14.1667 7.5
15.8333 7.5
17.5 7.5
19.1667 7.5
20.8333 7.5
22.5 7.5
24.1667 7.5
0.833333 9.16667
2.5 9.16667
4.16667 9.16667
5.83333 9.16667
7.5 9.16667
9.16667 9.16667
10.8333 9.16667
12.5 9.16667
14.1667 9.16667
15.8333 9.16667
17.5 9.16667
19.1667 9.16667
20.8333 9.16667
22.5 9.16667
24.1667 9.16667
0.833333 10.8333
2.5 10.8333
4.16667 10.8333
5.83333 10.8333
7.5 10.8333
9.16667 10.8333
10.8333 10.8333
12.5 10.8333
14.1667 10.8333
15.8333 10.8333
17.5 10.8333
19.1667 10.8333
20.8333 10.8333
22.5 10.8333
24.1667 10.8333
0.833333 12.5
2.5 12.5
4.16667 12.5
5.83333 12.5
7.5 12.5
9.16667 12.5
10.8333 12.5
12.5 12.5
14.1667 12.5
15.8333 12.5
17.5 12.5
19.1667 12.5
20.8333 12.5
22.5 12.5
24.1667 12.5
0.833333 14.1667
2.5 14.1667
4.16667 14.1667
5.83333 14.1667
7.5 14.1667
9.16667 14.1667
10.8333 14.1667
12.5 14.1667
14.1667 14.1667
15.8333 14.1667
17.5 14.1667
19.1667 14.1667
20.8333 14.1667
22.5 14.1667
24.1667 14.1667
0.833333 15.8333
2.5 15.8333
4.16667 15.8333
5.83333 15.8333
7.5 15.8333
9.16667 15.8333
10.8333 15.8333
12.5 15.8333
14.1667 15.8333
15.8333 15.8333
17.5 15.8333
19.1667 15.8333
20.8333 15.8333
22.5 15.8333
24.1667 15.8333
0.833333 17.5
2.5 17.5
4.16667 17.5
5.83333 17.5
7.5 17.5
9.16667 17.5
10.8333 17.5
12.5 17.5
14.1667 17.5
15.8333 17.5
17.5 17.5
19.1667 17.5
20.8333 17.5
22.5 17.5
24.1667 17.5
0.833333 19.1667
2.5 19.1667
4.16667 19.1667
5.83333 19.1667
7.5 19.1667
9.16667 19.1667
10.8333 19.1667
12.5 19.1667
14.1667 19.1667
15.8333 19.1667
17.5 19.1667
19.1667 19.1667
20.8333 19.1667
22.5 19.1667
24.1667 19.1667
0.833333 20.8333
2.5 20.8333
4.16667 20.8333
5.83333 20.8333
7.5 20.8333
9.16667 20.8333
10.8333 20.8333
12.5 20.8333
14.1667 20.8333
15.8333 20.8333
17.5 20.8333
19.1667 20.8333
20.8333 20.8333
22.5 20.8333
24.1667 20.8333
0.833333 22.5
2.5 22.5
4.16667 22.5
5.83333 22.5
7.5 22.5
9.16667 22.5
